db	id	synonym	preferred
OMIM	607876	CORTICAL MYOCLONIC TREMOR WITH EPILEPSY, FAMILIAL, 2; FCMTE2	FALSE
OMIM	607876	CORTICAL MYOCLONUS AND EPILEPSY, AUTOSOMAL DOMINANT; ADCME	FALSE
OMIM	607932	MICROPHTHALMIA, SYNDROMIC 6; MCOPS6	TRUE
OMIM	608028	THAI SYMPHALANGISM SYNDROME	TRUE
OMIM	608049	AUTISM, SUSCEPTIBILITY TO, 3; AUTS3	TRUE
OMIM	608091	JOUBERT SYNDROME 2	TRUE
OMIM	608106	IMMUNODEFICIENCY WITH HYPER-IgM, TYPE 5; HIGM5	TRUE
OMIM	608106	HYPER-IgM SYNDROME 5	FALSE
OMIM	608180	SYNPOLYDACTYLY 2	TRUE
OMIM	608328	WEILL-MARCHESANI SYNDROME 2; WMS2	TRUE
OMIM	608340	CHARCOT-MARIE-TOOTH DISEASE, RECESSIVE INTERMEDIATE A; CMTRIA	TRUE
OMIM	608340	CHARCOT-MARIE-TOOTH NEUROPATHY, RECESSIVE INTERMEDIATE A	FALSE
OMIM	608340	RI-CMTA	FALSE
OMIM	608406	VATER-LIKE DEFECTS WITH PULMONARY HYPERTENSION, LARYNGEAL WEBS, AND GROWTH DEFICIENCY	TRUE
OMIM	608471	CORNEAL DYSTROPHY, LATTICE TYPE IIIA; CDL3A	TRUE
OMIM	608471	LATTICE CORNEAL DYSTROPHY, TYPE IIIA	FALSE
OMIM	608540	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ik; CDG1K	TRUE
OMIM	608553	LEBER CONGENITAL AMAUROSIS 9; LCA9	TRUE
OMIM	608572	BURN-MCKEOWN SYNDROME	TRUE
OMIM	608583	ATRIAL FIBRILLATION, FAMILIAL, 1; ATFB1	TRUE
OMIM	608594	Lipodystrophy, congenital generalized, type 1	TRUE
OMIM	608600	LIPODYSTROPHY, FAMILIAL PARTIAL, TYPE 1	TRUE
OMIM	608612	MANDIBULOACRAL DYSPLASIA WITH TYPE B LIPODYSTROPHY; MADB	TRUE
OMIM	608631	ASPERGER SYNDROME, SUSCEPTIBILITY TO, 2; ASPG2	TRUE
OMIM	608636	CHROMOSOME 15q11-q13 DUPLICATION SYNDROME	TRUE
OMIM	608638	ASPERGER SYNDROME, SUSCEPTIBILITY TO, 1; ASPG1	TRUE
OMIM	608643	AROMATIC L-AMINO ACID DECARBOXYLASE DEFICIENCY	TRUE
OMIM	608688	AICAR TRANSFORMYLASE/IMP CYCLOHYDROLASE DEFICIENCY	TRUE
OMIM	608703	SPINOCEREBELLAR ATAXIA 25; SCA25	TRUE
OMIM	608709	LIPODYSTROPHY, PARTIAL, ACQUIRED, SUSCEPTIBILITY TO; APLD	TRUE
OMIM	608709	APLD, SUSCEPTIBILITY TO	FALSE
OMIM	608709	BARRAQUER-SIMONS SYNDROME	FALSE
OMIM	608709	LIPODYSTROPHY, CEPHALOTHORACIC TYPE	FALSE
OMIM	608709	LIPODYSTROPHY, PARTIAL, PROGRESSIVE	FALSE
OMIM	608720	NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, ADULT-ONSET, WITH ANOSMIA	TRUE
OMIM	608728	SPONDYLOEPIMETAPHYSEAL DYSPLASIA, MATRILIN-3 RELATED	TRUE
OMIM	608728	SEMD, MATN3-RELATED	FALSE
OMIM	608758	CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 10; CMH10	TRUE
OMIM	608763	EHLERS-DANLOS SYNDROME, BEASLEY-COHEN TYPE	TRUE
OMIM	608804	LEUKODYSTROPHY, HYPOMYELINATING, 2; HLD2	TRUE
OMIM	608804	PELIZAEUS-MERZBACHER-LIKE DISEASE, 1; PMLD1	FALSE
OMIM	608836	CARNITINE PALMITOYLTRANSFERASE II DEFICIENCY, LETHAL NEONATAL	TRUE
OMIM	608836	CARNITINE PALMITOYLTRANSFERASE II DEFICIENCY, NEONATAL	FALSE
OMIM	608836	CARNITINE PALMITOYLTRANSFERASE II DEFICIENCY, ANTENATAL	FALSE
OMIM	608836	CPT II DEFICIENCY, LETHAL NEONATAL	FALSE
OMIM	608836	CPT2 DEFICIENCY, LETHAL NEONATAL	FALSE
OMIM	608898	HEMOPHAGOCYTIC LYMPHOHISTIOCYTOSIS, FAMILIAL, 3; FHL3	TRUE
OMIM	608898	HPLH3	FALSE
OMIM	608898	HLH3	FALSE
OMIM	608940	SPONDYLOMETAPHYSEAL DYSPLASIA WITH CONE-ROD DYSTROPHY; SMDCRD	TRUE
OMIM	609015	MITOCHONDRIAL TRIFUNCTIONAL PROTEIN DEFICIENCY; MTPD	TRUE
OMIM	609039	NARCOLEPSY 3; NRCLP3	TRUE
OMIM	609048	MELANOMA, CUTANEOUS MALIGNANT, SUSCEPTIBILITY TO, 3	TRUE
OMIM	609052	SPONDYLOMETAPHYSEAL DYSPLASIA, TYPE A4	TRUE
OMIM	609128	ARTHROGRYPOSIS, DISTAL, TYPE 4; DA4	TRUE
OMIM	609129	AUDITORY NEUROPATHY, AUTOSOMAL DOMINANT, 1	TRUE
OMIM	609218	FOVEAL HYPOPLASIA 2; FVH2	TRUE
OMIM	609227	GRISCELLI SYNDROME, TYPE 3; GS3	TRUE
OMIM	609242	KANZAKI DISEASE	TRUE
OMIM	609242	ALPHA-N-ACETYLGALACTOSAMINIDASE DEFICIENCY, TYPE II	FALSE
OMIM	609242	ALPHA-N-ACETYLGALACTOSAMINIDASE DEFICIENCY, ADULT-ONSET	FALSE
OMIM	609242	NAGA DEFICIENCY, TYPE II	FALSE
OMIM	609242	SCHINDLER DISEASE, TYPE II	FALSE
OMIM	609306	SPINOCEREBELLAR ATAXIA 26	TRUE
OMIM	609384	FIBROSIS OF EXTRAOCULAR MUSCLES, CONGENITAL, 3B	TRUE
OMIM	609428	TUKEL SYNDROME	TRUE
OMIM	609454	SUPRANUCLEAR PALSY, PROGRESSIVE, 2; PSNP2	TRUE
OMIM	609524	FILAMINOPATHY, AUTOSOMAL DOMINANT	TRUE
OMIM	609536	COMPLEMENT COMPONENT 5 DEFICIENCY; C5D	TRUE
OMIM	609536	C5 DEFICIENCY	FALSE
OMIM	609616	SPONDYLOMEGAEPIPHYSEAL DYSPLASIA WITH UPPER LIMB MESOMELIA, PUNCTATECALCIFICATIONS, AND DEAFNESS	TRUE
OMIM	609625	CHROMOSOME 10Q26 DELETION SYNDROME	TRUE
OMIM	609638	EPIDERMOLYSIS BULLOSA, LETHAL ACANTHOLYTIC; EBLA	TRUE
OMIM	609727	SPASTIC PARAPLEGIA 29, AUTOSOMAL DOMINANT	TRUE
OMIM	609820	ERYTHROCYTOSIS, FAMILIAL, 3	TRUE
OMIM	609944	ECTODERMAL DYSPLASIA, SENSORINEURAL HEARING LOSS, AND DISTINCTIVE FACIAL FEATURES	TRUE
OMIM	610003	CEROID LIPOFUSCINOSIS, NEURONAL, 8, NORTHERN EPILEPSY VARIANT	TRUE
OMIM	610031	CORTICAL DYSPLASIA, COMPLEX, WITH OTHER BRAIN MALFORMATIONS 7	TRUE
OMIM	610090	PYRIDOXAMINE 5-PRIME-PHOSPHATE OXIDASE DEFICIENCY	TRUE
OMIM	610127	CEROID LIPOFUSCINOSIS, NEURONAL, 10; CLN10	TRUE
OMIM	610127	CEROID LIPOFUSCINOSIS, NEURONAL, CATHEPSIN D-DEFICIENT	FALSE
OMIM	610127	NEURONAL CEROID LIPOFUSCINOSIS DUE TO CATHEPSIN D DEFICIENCYNEURONAL CEROID LIPOFUSCINOSIS, CONGENITAL, INCLUDED	FALSE
OMIM	610168	LOEYS-DIETZ SYNDROME 2; LDS2	TRUE
OMIM	610168	AORTIC ANEURYSM, FAMILIAL THORACIC 3; AAT3	FALSE
OMIM	610168	MARFAN SYNDROME, TYPE II, FORMERLY	FALSE
OMIM	610188	JOUBERT SYNDROME 5	TRUE
OMIM	610208	MIGRAINE WITH OR WITHOUT AURA, SUSCEPTIBILITY TO, 10	TRUE
OMIM	610209	MIGRAINE WITH OR WITHOUT AURA, SUSCEPTIBILITY TO, 11	TRUE
OMIM	610251	ALCOHOL SENSITIVITY, ACUTE	TRUE
OMIM	610253	KLEEFSTRA SYNDROME	TRUE
OMIM	610443	KOOLEN-DE VRIES SYNDROME; KDVS	TRUE
OMIM	610475	PIGMENTED NODULAR ADRENOCORTICAL DISEASE, PRIMARY, 2	TRUE
OMIM	610489	PIGMENTED NODULAR ADRENOCORTICAL DISEASE, PRIMARY, 1	TRUE
OMIM	610504	PRETERM PREMATURE RUPTURE OF THE MEMBRANES; PPROM	TRUE
OMIM	610543	CHROMOSOME 16p13.3 DELETION SYNDROME	TRUE
OMIM	610655	TELANGIECTASIA, HEREDITARY HEMORRHAGIC, TYPE 4; HHT4	TRUE
OMIM	610708	OPTIC ATROPHY 5; OPA5	TRUE
OMIM	610733	NOONAN SYNDROME 4; NS4	TRUE
OMIM	610753	ALOPECIA AREATA 2; AA2	TRUE
OMIM	610828	HOLOPROSENCEPHALY 7	TRUE
OMIM	610829	HOLOPROSENCEPHALY 9; HPE9	TRUE
OMIM	610829	PITUITARY ANOMALIES WITH HOLOPROSENCEPHALY-LIKE FEATURES	FALSE
OMIM	610829	HOLOPROSENCEPHALY WITH MICROPHTHALMIA AND FIRST BRANCHIAL ARCH ANOMALIES	FALSE
OMIM	610954	PITT-HOPKINS SYNDROME	TRUE
OMIM	611131	RETINITIS PIGMENTOSA 37; RP37	TRUE
OMIM	611182	Congenital disorder of glycosylation, type IIh	TRUE
OMIM	611377	BRACHYDACTYLY, TYPE B2	TRUE
OMIM	611431	LEGIUS SYNDROME	TRUE
OMIM	611719	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 5; COXPD5	TRUE
OMIM	611773	ANGIOPATHY, HEREDITARY, WITH NEPHROPATHY, ANEURYSMS, AND MUSCLE CRAMPS	TRUE
OMIM	611783	ERYTHROCYTOSIS, FAMILIAL, 4; ECYT4	TRUE
OMIM	611881	GLYCOGEN STORAGE DISEASE XII; GSD12	TRUE
OMIM	611881	GSD XII	FALSE
OMIM	611881	ALDOLASE A DEFICIENCY	FALSE
OMIM	611881	ALDOA DEFICIENCY	FALSE
OMIM	611881	ALDOLASE DEFICIENCY, RED CELL	FALSE
OMIM	611881	RED CELL ALDOLASE DEFICIENCY	FALSE
OMIM	611926	IMMUNODEFICIENCY, OVARIAN DYSGENESIS, AND PULMONARY FIBROSIS	TRUE
OMIM	611962	HUNTER-MACDONALD SYNDROME	TRUE
OMIM	612089	HYPOPHOSPHATEMIC RICKETS AND HYPERPARATHYROIDISM	TRUE
OMIM	612164	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 4	TRUE
OMIM	612284	MECKEL SYNDROME, TYPE 6; MKS6	TRUE
OMIM	612310	PREMATURE OVARIAN FAILURE 6; POF6	TRUE
OMIM	612336	THROMBOPHILIA, HEREDITARY, DUE TO PROTEIN S DEFICIENCY, AUTOSOMAL	TRUE
OMIM	612350	SPONDYLOCHEIRODYSPLASIA, EHLERS-DANLOS SYNDROME-LIKE	TRUE
OMIM	612359	COWDEN-LIKE SYNDROME	TRUE
OMIM	612416	FACTOR XI DEFICIENCY	TRUE
OMIM	612416	F11 DEFICIENCY	FALSE
OMIM	612416	PLASMA THROMBOPLASTIN ANTECEDENT DEFICIENCY	FALSE
OMIM	612416	PTA DEFICIENCY	FALSE
OMIM	612416	ROSENTHAL SYNDROME	FALSE
OMIM	612582	CHROMOSOME 6PTER-P24 DELETION SYNDROME	TRUE
OMIM	612726	HARDIKAR SYNDROME	TRUE
OMIM	612740	PORPHYRIA, ACUTE HEPATIC	TRUE
OMIM	612780	SEIZURES, SENSORINEURAL DEAFNESS, ATAXIA, MENTAL RETARDATION, AND ELECTROLYTE IMBALANCE	TRUE
OMIM	612840	LEUKOCYTE ADHESION DEFICIENCY, TYPE III	TRUE
OMIM	612843	KERATOSIS FOLLICULARIS SPINULOSA DECALVANS, AUTOSOMAL DOMINANT; KFSD	TRUE
OMIM	612936	SPASTIC PARAPLEGIA 50, AUTOSOMAL RECESSIVE; SPG50	TRUE
OMIM	612936	CEREBRAL PALSY, SPASTIC QUADRIPLEGIC, 3, FORMERLY; CPSQ3, FORMERLY	FALSE
OMIM	612951	LEUKOENCEPHALOPATHY, CYSTIC, WITHOUT MEGALENCEPHALY	TRUE
OMIM	612961	MULTIPLE SYNOSTOSES SYNDROME 3; SYNS3	TRUE
OMIM	612964	PREMATURE OVARIAN FAILURE 7	TRUE
OMIM	612965	46,XY SEX REVERSAL 3	TRUE
OMIM	613001	ENCEPHALOCRANIOCUTANEOUS LIPOMATOSIS; ECCL	TRUE
OMIM	613070	LIVER FAILURE, INFANTILE, TRANSIENT	TRUE
OMIM	613090	BARTTER SYNDROME, TYPE 4B, NEONATAL, WITH SENSORINEURAL DEAFNESS	TRUE
OMIM	613115	NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE IIB; HSAN2B	TRUE
OMIM	613148	INFLAMMATORY BOWEL DISEASE 28, AUTOSOMAL RECESSIVE; IBD28	TRUE
OMIM	613159	NEPHRONOPHTHISIS-LIKE NEPHROPATHY 1	TRUE
OMIM	613217	DIARRHEA 5, WITH TUFTING ENTEROPATHY, CONGENITAL; DIAR5	TRUE
OMIM	613217	ENTEROPATHY, CONGENITAL TUFTING; CTE	FALSE
OMIM	613217	INTESTINAL EPITHELIAL CELL DYSPLASIA	FALSE
OMIM	613310	EXUDATIVE VITREORETINOPATHY 5; EVR5	TRUE
OMIM	613327	LIPODYSTROPHY, CONGENITAL GENERALIZED, TYPE 4; CGL4	TRUE
OMIM	613370	MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 10; MODY10	TRUE
OMIM	613406	WITTEVEEN-KOLK SYNDROME	TRUE
OMIM	613428	RETINITIS PIGMENTOSA 54; RP54	TRUE
OMIM	613451	FRONTONASAL DYSPLASIA 2; FND2	TRUE
OMIM	613470	HEMOLYTIC ANEMIA, NONSPHEROCYTIC, DUE TO GLUCOSE PHOSPHATE ISOMERASEDEFICIENCY	TRUE
OMIM	613471	REYNOLDS SYNDROME	TRUE
OMIM	613550	NEPHRONOPHTHISIS 11; NPHP11	TRUE
OMIM	613573	ECTODERMAL DYSPLASIA-SYNDACTYLY SYNDROME 1	TRUE
OMIM	613608	EPILEPSY, FAMILIAL ADULT MYOCLONIC, 3; FAME3	TRUE
OMIM	613608	CORTICAL MYOCLONIC TREMOR WITH EPILEPSY, FAMILIAL, 3; FCMTE3	FALSE
OMIM	613627	BRACHYDACTYLY, TYPE A1, WITH SHORT STATURE, SCOLIOSIS, MICROCEPHALY,PTOSIS, HEARING LOSS, AND MENTAL RETARDATION	TRUE
OMIM	613627	TSUKAHARA SYNDROME	FALSE
OMIM	613630	COCOON SYNDROME	TRUE
OMIM	613630	FETAL ENCASEMENT SYNDROME	FALSE
OMIM	613640	NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE IC; HSAN1C	TRUE
OMIM	613652	C1q DEFICIENCY; C1QD	TRUE
OMIM	613675	CHROMOSOME 17Q11.2 DELETION SYNDROME, 1.4-MB	TRUE
OMIM	613706	NOONAN SYNDROME 7; NS7	TRUE
OMIM	613707	LEOPARD SYNDROME 3; LPRD3	TRUE
OMIM	613708	NEUROPATHY, HEREDITARY SENSORY, TYPE ID; HSN1D	TRUE
OMIM	613744	SPASTIC PARAPLEGIA 51, AUTOSOMAL RECESSIVE; SPG51	TRUE
OMIM	613744	CEREBRAL PALSY, SPASTIC QUADRIPLEGIC, 4, FORMERLY; CPSQ4, FORMERLY	FALSE
OMIM	613763	CATARACT, POSTERIOR POLAR, 2; CTPP2CATARACT, CONGENITAL LAMELLAR, INCLUDED	TRUE
OMIM	613763	CATARACT, JUVENILE, AUTOSOMAL RECESSIVE, INCLUDED	FALSE
OMIM	613779	COMPLEMENT COMPONENT 3 DEFICIENCY, AUTOSOMAL RECESSIVE; C3D	TRUE
OMIM	613795	LOEYS-DIETZ SYNDROME 3; LDS3	TRUE
OMIM	613803	MEIER-GORLIN SYNDROME 3; MGORS3	TRUE
OMIM	613838	CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 16; CMH16	TRUE
OMIM	613854	CONGENITAL HEART DEFECTS, MULTIPLE TYPES, 6; CHTD6	TRUE
OMIM	613873	CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 17; CMH17	TRUE
OMIM	613875	CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 19; CMH19	TRUE
OMIM	613908	SPINOCEREBELLAR ATAXIA 35; SCA35	TRUE
OMIM	613913	LIPODYSTROPHY, PARTIAL, ACQUIRED, WITH LOW COMPLEMENT COMPONENT C3, WITH OR WITHOUT GLOMERULONEPHRITIS; APLDC3	TRUE
OMIM	613944	IgA NEPHROPATHY, SUSCEPTIBILITY TO, 2; IGAN2	TRUE
OMIM	614008	NESTOR-GUILLERMO PROGERIA SYNDROME; NGPS	TRUE
OMIM	614025	HEPATIC LIPASE DEFICIENCY	TRUE
OMIM	614025	LIPC DEFICIENCY	FALSE
OMIM	614025	HL DEFICIENCY	FALSE
OMIM	614065	MYOPATHY, DISTAL, 4; MPD4	TRUE
OMIM	614099	CRANIOECTODERMAL DYSPLASIA 3	TRUE
OMIM	614104	MENTAL RETARDATION, AUTOSOMAL DOMINANT 7	TRUE
OMIM	614170	BRITTLE CORNEA SYNDROME 2; BCS2	TRUE
OMIM	614209	MECKEL SYNDROME, TYPE 9; MKS9	TRUE
OMIM	614222	WARBURG MICRO SYNDROME 3; WARBM3	TRUE
OMIM	614250	NARCOLEPSY 7; NRCLP7	TRUE
OMIM	614300	HYPERMETHIONINEMIA DUE TO ADENOSINE KINASE DEFICIENCY	TRUE
OMIM	614328	INFLAMMATORY SKIN AND BOWEL DISEASE, NEONATAL, 1; NISBD1	TRUE
OMIM	614381	LEUKODYSTROPHY, HYPOMYELINATING, 8, WITH OR WITHOUT OLIGODONTIA AND/OR HYPOGONADOTROPIC HYPOGONADISM	TRUE
OMIM	614407	MICROCEPHALY, CEREBELLAR HYPOPLASIA, AND CARDIAC CONDUCTION DEFECT SYNDROME; MCHCCD	TRUE
OMIM	614436	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2P; CMT2P	TRUE
OMIM	614473	ARTERIAL CALCIFICATION, GENERALIZED, OF INFANCY, 2; GACI2	TRUE
OMIM	614527	CHROMOSOME 17q12 DELETION SYNDROME	TRUE
OMIM	614557	EHLERS-DANLOS SYNDROME, KYPHOSCOLIOTIC TYPE, 2; EDSKSCL2	TRUE
OMIM	614575	CEREBELLAR ATAXIA, NEUROPATHY, AND VESTIBULAR AREFLEXIA SYNDROME; CANVAS	TRUE
OMIM	614576	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIl; CDG2L	TRUE
OMIM	614684	HYPERTELORISM AND OTHER FACIAL DYSMORPHISM, BRACHYDACTYLY, GENITAL ABNORMALITIES, MENTAL RETARDATION, AND RECURRENT INFLAMMATORY EPISODES	TRUE
OMIM	614727	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIK	TRUE
OMIM	614741	MITOCHONDRIAL PYRUVATE CARRIER DEFICIENCY	TRUE
OMIM	614819	WEILL-MARCHESANI SYNDROME 3	TRUE
OMIM	614857	METHYLMALONIC ACIDURIA AND HOMOCYSTINURIA, CBLJ TYPE	TRUE
OMIM	614863	PEROXISOME BIOGENESIS DISORDER 4B; PBD4B	TRUE
OMIM	614866	PEROXISOME BIOGENESIS DISORDER 5A (ZELLWEGER)	TRUE
OMIM	614886	PEROXISOME BIOGENESIS DISORDER 12A (ZELLWEGER)	TRUE
OMIM	614887	PEROXISOME BIOGENESIS DISORDER 13A (ZELLWEGER)	TRUE
OMIM	614924	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 12; COXPD12	TRUE
OMIM	614940	ECTODERMAL DYSPLASIA 11A, HYPOHIDROTIC/HAIR/TOOTH TYPE, AUTOSOMAL DOMINANT; ECTD11A	TRUE
OMIM	614941	ECTODERMAL DYSPLASIA 11B, HYPOHIDROTIC/HAIR/TOOTH TYPE, AUTOSOMAL RECESSIVE; ECTD11B	TRUE
OMIM	614944	DEAFNESS, AUTOSOMAL RECESSIVE 84B; DFNB84B	TRUE
OMIM	614970	JOUBERT SYNDROME 20; JBTS20	TRUE
OMIM	615074	MENTAL RETARDATION, AUTOSOMAL DOMINANT 18; MRD18	TRUE
OMIM	615106	COWDEN SYNDROME 3; CWS3	TRUE
OMIM	615107	COWDEN SYNDROME 4; CWS4	TRUE
OMIM	615127	EPILEPSY, FAMILIAL ADULT MYOCLONIC, 4; FAME4	TRUE
OMIM	615222	SMITH-MCCORT DYSPLASIA 2; SMC2	TRUE
OMIM	615224	ADVANCED SLEEP PHASE SYNDROME, FAMILIAL, 2; FASPS2	TRUE
OMIM	615285	NEUTROPENIA, SEVERE CONGENITAL, 5, AUTOSOMAL RECESSIVE; SCN5	TRUE
OMIM	615287	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 13; MDDGA13	TRUE
OMIM	615373	LEFT VENTRICULAR NONCOMPACTION 8; LVNC8	TRUE
OMIM	615419	HYPOTONIA, INFANTILE, WITH PSYCHOMOTOR RETARDATION AND CHARACTERISTIC FACIES 1; IHPRF1	TRUE
OMIM	615530	PARKINSON DISEASE 20, EARLY-ONSET; PARK20	TRUE
OMIM	615560	OTOFACIOCERVICAL SYNDROME 2	TRUE
OMIM	615704	POIKILODERMA, HEREDITARY FIBROSING, WITH TENDON CONTRACTURES, MYOPATHY, AND PULMONARY FIBROSIS; POIKTMP	TRUE
OMIM	615721	RENAL HYPODYSPLASIA/APLASIA 2; RHDA2	TRUE
OMIM	615745	ATRIAL STANDSTILL 2; ATRST2	TRUE
OMIM	615745	ATRIAL DILATION AND STANDSTILL	FALSE
OMIM	615745	CARDIOMYOPATHY, ATRIAL DILATED, WITH ATRIAL STANDSTILL	FALSE
OMIM	615751	CARBONIC ANHYDRASE VA DEFICIENCY, HYPERAMMONEMIA DUE TO	TRUE
OMIM	615816	IMMUNODEFICIENCY 23; IMD23	TRUE
OMIM	615824	MITOCHONDRIAL COMPLEX III DEFICIENCY, NUCLEAR TYPE 7; MC3DN7	TRUE
OMIM	615828	MENTAL RETARDATION, AUTOSOMAL DOMINANT 24; MRD24	TRUE
OMIM	615830	PIGMENTED NODULAR ADRENOCORTICAL DISEASE, PRIMARY, 4	TRUE
OMIM	615911	FRONTOTEMPORAL DEMENTIA AND/OR AMYOTROPHIC LATERAL SCLEROSIS 2; FTDALS2	TRUE
OMIM	615947	HYPERLIPOPROTEINEMIA, TYPE ID	TRUE
OMIM	615961	ACID-LABILE SUBUNIT DEFICIENCY; ACLSD	TRUE
OMIM	616034	2,4-DIENOYL-CoA REDUCTASE DEFICIENCY; DECRD	TRUE
OMIM	616037	CILIARY DYSKINESIA, PRIMARY, 30; CILD30	TRUE
OMIM	616067	46,XY SEX REVERSAL 9; SRXY9	TRUE
OMIM	616108	RETINAL DYSTROPHY, JUVENILE CATARACTS, AND SHORT STATURE SYNDROME; RDJCSS	TRUE
OMIM	616117	CARDIAC CONDUCTION DISEASE WITH OR WITHOUT DILATED CARDIOMYOPATHY; CCDD	TRUE
OMIM	616202	CEREBELLOFACIODENTAL SYNDROME	TRUE
OMIM	616229	OSTEOGENESIS IMPERFECTA, TYPE XVI; OI16	TRUE
OMIM	616266	CONGENITAL CONTRACTURES OF THE LIMBS AND FACE, HYPOTONIA, AND DEVELOPMENTAL DELAY	TRUE
OMIM	616289	OPTIC ATROPHY 9; OPA9	TRUE
OMIM	616362	MENTAL RETARDATION, AUTOSOMAL DOMINANT 36; MRD36	TRUE
OMIM	616367	MANDIBULOFACIAL DYSOSTOSIS WITH ALOPECIA; MFDA	TRUE
OMIM	616457	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 50; EIEE50	TRUE
OMIM	616468	EXUDATIVE VITREORETINOPATHY 6; EVR6	TRUE
OMIM	616503	LETHAL CONGENITAL CONTRACTURE SYNDROME 9; LCCS9	TRUE
OMIM	616562	RETINITIS PIGMENTOSA 74; RP74	TRUE
OMIM	616730	NEPHROTIC SYNDROME, TYPE 11; NPHS11	TRUE
OMIM	616737	TAKENOUCHI-KOSAKI SYNDROME; TKS	TRUE
OMIM	616738	RADIOULNAR SYNOSTOSIS WITH AMEGAKARYOCYTIC THROMBOCYTOPENIA 2	TRUE
OMIM	616818	IGA NEPHROPATHY, SUSCEPTIBILITY TO, 3	TRUE
OMIM	616859	SPASTICITY, CHILDHOOD-ONSET, WITH HYPERGLYCINEMIA	TRUE
OMIM	616897	OSTEOCHONDRODYSPLASIA, COMPLEX LETHAL, SYMOENS-BARNES-GISTELINCK TYPE	TRUE
OMIM	616900	HYPOTONIA, INFANTILE, WITH PSYCHOMOTOR RETARDATION AND CHARACTERISTIC FACIES 3; IHPRF3	TRUE
OMIM	617011	MACROCEPHALY, DYSMORPHIC FACIES, AND PSYCHOMOTOR RETARDATION; MDFPMR	TRUE
OMIM	617041	DUANE RETRACTION SYNDROME 3 WITH OR WITHOUT DEAFNESS; DURS3	TRUE
OMIM	617171	DYSKINESIA, SEIZURES, AND INTELLECTUAL DEVELOPMENTAL DISORDER	TRUE
OMIM	617186	ENCEPHALOPATHY, PROGRESSIVE, EARLY-ONSET, WITH BRAIN EDEMA AND/OR LEUKOENCEPHALOPATHY, 1; PEBEL1	TRUE
OMIM	617222	SUDDEN CARDIAC FAILURE, INFANTILE	TRUE
OMIM	617223	SUDDEN CARDIAC FAILURE, ALCOHOL-INDUCED	TRUE
OMIM	617241	LUNG DISEASE, IMMUNODEFICIENCY, AND CHROMOSOME BREAKAGE SYNDROME; LICS	TRUE
OMIM	617251	UNCOMBABLE HAIR SYNDROME 2	TRUE
OMIM	617253	SECKEL SYNDROME 10; SCKL10	TRUE
OMIM	617303	MUCOPOLYSACCHARIDOSIS-PLUS SYNDROME; MPSPS	TRUE
OMIM	617319	ANTERIOR SEGMENT DYSGENESIS 8	TRUE
OMIM	617466	TOWNES-BROCKS SYNDROME 2; TBS2	TRUE
OMIM	617480	46,XX SEX REVERSAL 4; SRXX4	TRUE
OMIM	617602	CONGENITAL HEART DEFECTS AND SKELETAL MALFORMATIONS SYNDROME; CHDSKM	TRUE
OMIM	617666	FRASER SYNDROME 2; FRASRS2	TRUE
OMIM	617667	FRASER SYNDROME 3; FRASRS3	TRUE
OMIM	617668	ENCEPHALOPATHY, NEONATAL SEVERE, WITH LACTIC ACIDOSIS AND BRAIN ABNORMALITIES; NELABA	TRUE
OMIM	617751	MENTAL RETARDATION, AUTOSOMAL DOMINANT 48; MRD48	TRUE
OMIM	617907	ERYTHROCYTOSIS, FAMILIAL, 5; ECYT5	TRUE
OMIM	617925	SHORT-RIB THORACIC DYSPLASIA 20 WITH POLYDACTYLY; SRTD20	TRUE
OMIM	617927	OROFACIODIGITAL SYNDROME XVIII; OFD18	TRUE
OMIM	618109	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 65; MRT65	TRUE
OMIM	618220	RETINITIS PIGMENTOSA 84; RP84	TRUE
OMIM	618223	VERTEBRAL ANOMALIES AND VARIABLE ENDOCRINE AND T-CELL DYSFUNCTION; VETD	TRUE
OMIM	618234	MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 11; MC1DN11	TRUE
OMIM	618272	GLOBAL DEVELOPMENTAL DELAY, LUNG CYSTS, OVERGROWTH, AND WILMS TUMOR; GLOW	TRUE
OMIM	618278	FIBROSIS, NEURODEGENERATION, AND CEREBRAL ANGIOMATOSIS; FINCA	TRUE
OMIM	618280	CARDIAC-UROGENITAL SYNDROME; CUGS	TRUE
